id,content,type
1958119794,"@MYFUTURELIES No way. What about Sydney?  yeah, you guys are like the semi-older version of Short Stack. However, with the same talent.",worry
1694928961,"Baby baby, it's gonna be all right when I'm by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",worry
1694438417,It's teddy chucking time,happiness
1962324289,"can't wait to watch the Tonight Show, this evening last one with Jay",love
1696004910,"@AnnebrittB slaying dragons &amp; rescue innocents, this could be a good life movie   Make sure to take a camara and film!!!!",worry
1962414584,never answer me back,worry
1751819912,"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are",happiness
1962693688,Its rained ever day in Miami since I've been here.....,sadness
1965794839,@Shangstavic ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!,neutral
1960145467,@luketurcotte Not having Hulu in Germany sucks,hate
1753399576,@kaleidoscopeFTW But he got to do it with Effy!,worry
1957445998,So it's Friday... I have to keep reminding myself since every day seems the same,surprise
1961059140,@andyjih Yep...sadly I only had 10 min before a meeting!,sadness
1753050065,@LuvinMeSomeD thanks :0 I will try,neutral
1753117470,@sarieee thanks for finding the amusing rubiks pictures tonight. making my evening via @chrisfreeman ...,happiness
1962171497,"@dannyid the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing",empty
1695803290,Six Flags this weekend? Sounds right!,relief
1957188950,home from school had the shitest day today,sadness
1961550952,i miss her ..... i hope she comes back,worry
1961524501,"Going home  but when i get home , BLACK BERRY ! WOO HOO  . . . and get to see presten ! &lt;3",worry
1960949174,@conorp YES!!! one final party  better make it a good one !! how much mpre stuff you got to go?,happiness
1694069497,"Morning all, typical grey &amp; wet bank holiday Mon so far today. :/ Off to photo gallery and paint gallery later, may treat myself.",neutral
1753096905,@bethharperwalsh @TaiLi22 @thesolutions @hippiekat from g's to gents season 1,relief
1694952262,"@Sierrasnowboard under a week delivery to OZ, awesome product, awesome prices. The parcel today made my day",happiness
1695655539,@kristianc count me in,enthusiasm
1957199632,Damn i have something to say and no one is listening,worry
1965957431,It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take 'em? #R2IMT,surprise
1962215569,@technicoloring 1720 HA. except omg amy bb I have to give my loaner laptop back today so I may be without one for up to a month,neutral
1753854880,Hey mates. I just came home from the beach.  I'm hella tired. It was a 4-hour ride.,happiness
1961296442,"@socialcalamity Haha k we should stop here. If not, it's going to turn into a bitching section. Ohwell, my parents just came home",hate
1957434742,"@overshootTV Thx! Old computer here, too slow for both Kubuntu and Blender really.",sadness
1753313510,@Claire_Cordon LOL that split second of peace is truly amazing,love
1751887784,Please visit http://vzerohost.com/info and sign up to alpha test my image hosting service!,neutral
1964765802,@shivface oh my god im sooooooooo sick  help me,worry
1694625212,Handed in. Can relax a bit now.,relief
1965327571,@AndrewDearling :o And I missed it? And I'll miss the rpt 2mrw  Oh well there's youtube sunday I guess. Thanks Andrew,neutral
1696135640,@ru5tyloxx  You're silly.,happiness
1957278377,Wow slept in with no dolidh here to wake me up,worry
1695027147,"@kennethruelan well, maybe you can always head for CNT. be sure to save some for me!",neutral
1694255591,@BastetAsshur i agree.,neutral
1963649184,enjoying a fresh mango bubble-tea slush   but still at work,hate
1957093069,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,happiness
1751680245,Happy Mothers' Day to my mom and all the mothers in the world,love
1965543371,Everything I usually watch is pending!  http://eztv.it/index.php?main=showlist,neutral
1694793057,@ninaaacooperrr don't not come in  i love you... and it's your last week and you need to see me..... you're hot,happiness
1958066799,Totally just skid all over the road.,neutral
1963368299,Im bored   -musiic[BOX],boredom
1695923182,The cats are gone. All 3 of them.,worry
1957538772,@breakfastnt wasn't much of a debate,neutral
1960149874,"@Rockergirl75 And now she also rides giant squids...who knew! Ama hafta go now  i'll try and get on later, love to you xxx",love
1957243516,@Katarinea Oh wow  ouch...,surprise
1966204773,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.,sadness
1957698707,@benmatewe being updated to have multiple 'skins' for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.,love
1960213062,I never get invited to go anywhere,hate
1694705024,@YousifMind good morning  3asa mo bs important classes ? :p,happiness
1694952305,"@Runningfrommich, &lt;3 x9999999.",neutral
1965552133,@MsPrincessLala @AshleyNicole305  someone is ignoring me  &amp; being mean..,hate
1751432147,@ppittman you are not old!!! You're  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,happiness
1963746818,Helping my cousin get ready for her 8th grade dance...she is growing up,worry
1961144522,"I thought I was safe from the INJECTIONS today, only to find out my Mom will be the one who'll inject me with vaccine. HELP!",worry
1695249426,what a great day for a massage! book your appointment today  617-262-2220,fun
1695885004,@lauralassiter Welcome  They are beautiful snow leopards.,love
1693975539,@DavidArchie want to hear something funny? I'm yours is on the radio right now!,sadness
1694184826,im really really excited  try this out guys!,happiness
1694607784,"@JamieLynnMB i had my son when i was 16.he's now 10..and twins at 19,age doesnt matter! there are worse parents out there that are older!",worry
1752896606,@MarcScott LOL. me too..werd...:p...hubby's fave driver is Martin so I am happy for him and me!!!,surprise
1960493884,"My sunburn is peeling,",worry
1963601955,i wish mum hadn't spent forever talking to me so i could call my kiera later &gt;.&lt;. i don't have much time left now though,sadness
1965560394,doesnt understand twitter,neutral
1753743307,"@nocas jï¿½ estou a ver que sim  , aqui - http://en.wikipedia.org/wiki/Mother's_day#Dates_around_the_world",neutral
1965949112,@rickoshea whats up rick??,worry
1957649194,I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd,empty
1957713231,@_hayles yer there must be-not sure tho-caught it off my brother but got it worse,worry
1695476530,@GlastoWatch @TheHwicceMan @cakey  i have been getting porn ones as i mentioned - all these girls seem to be at a loss what to do!,neutral
1694331254,@SarahWV  worse case scenario i'll take tomorrow am off. are you still up or you just woke up?,neutral
1750929007,@grasuth is that it's welsh name?,neutral
1694185054,@chirstey Gratiss,neutral
1753275489,@TwiztidRose I'm digging your twitter picture,neutral
1963056520,"fine, ill get myself some miso soup down the street",neutral
1694706369,Good Morning,neutral
1694745655,up late last night  .... Oracle from 8 to 4:30,sadness
1962194780,@alltimebritt lol dammit  well then next time then,worry
1962319180,"@AnditisLiz Hey Hey!! I got this custom designed, one of a kind Superfresh T over here with somebodies name on it collecting dust",worry
1695375124,27 Followers  23 More....for Twitter Party!!!!!,happiness
1966036445,"In pain,, poor me, I HATE THE SUN",hate
1752191700,@_Bella_Cullen13 @RosalieHCullen @Esme_Cullen26 @alicecullen01 @NeSsIe_Cullen10  These are my family girls  love u guys *smiles*,love
1695546573,@pativalen im going to have to  i hardly ever travel!,worry
1965831092,@missryss HAHA I took the quiz on fb and missed the mcfly one,love
1957601007,picat 21,neutral
1963373748,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",sadness
1966199450,"aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!",worry
1963949446,Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,surprise
1693958433,@girlfromthemoon ...i had a yay moment today  YAY hope you did too!,happiness
1751360918,"@qwe4423 ?. Pick up that, as fast you can!",worry
1694328202,@thebleachworks http://twitpic.com/4f0l0 - So beautiful!! This lake is like a mirror!,surprise
1964226282,"@jtsui i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!",happiness
1695731560,"@jeiseman no, but it's tacky to Tweet about it",neutral
1694951749,@yaseminx3 haha xD LMFAOO ;p yasemin ist sehr sï¿½ï¿½  we rawk or what? xD,happiness
1962993589,@djknucklehead http://twitpic.com/665n7 - I dont like it,empty
1957429927,"That seized bolt, ya it's still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?",neutral
1695964120,"@stellarbeam Dunno yet, would LOVE to though! I keep missing them any other time for some reason :S &amp; have fun!",fun
1964541198,@ChrisGBaillie aaaawwww wont yr brother blip things for you  LOL,worry
1751468132,@kiwi_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo'sho,worry
1966338978,@RWPhoto Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,surprise
1753885391,last drops of the thesis... God let it end today.,happiness
1963951452,"ashley tisdale , i mean . cuz shes in berlin on 6th june and i'm not gonna be there . i wanna start cryin right now :/ ashley pick me up",worry
1964247469,Traffic is horrific on 695..I jus wanna gt my dog,worry
1961263656,@ShannonGrissom @grannypig #followfriday thank you!  I'm still not even close to what I had as @GottaLaff,happiness
1753215621,"better get to sleep, dodger game/mothers day 2maro  ewl i have to wake up at 8!",fun
1695961639,@alroaker Loved the comment on flashcads! I'm old school too!,love
1957218610,"this sucks i'm tweetless...and i f'n hate money, why does it have to be an issue",hate
1753236290,@WestEndActress Haha same as miine,happiness
1966350234,enjoy the laker game for me guys! since i'll be at work,happiness
1694329797,@torresk hahaha I didn't even notice the name - LICE,surprise
1694016121,"@JuwalBose oops, eldhose bhai uploaded the same too, Did you read the hindu's article on BarCamp? Binny rocks man",enthusiasm
1960453760,TGIF... this &quot;short&quot; week has been wayyyyyy too long,relief
1752227680,@barrysma NEW motorcycle and you POPPED a cable already? wow-you ride HARD!,fun
1753312762,@thebirchtree i'll try sort that fabric out for you today...been a busy bee!,enthusiasm
1957121670,doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday,worry
1753417555,"I am in a middle of a industrial estate in pirate ffancy dress,ready to do a 7 mile walk",surprise
1963200944,"Wanted to take a photo of the storm, but misplaced my camera!",sadness
1957401850,"im gonna die of a heart attack one of these days, if i keep going off to bed this pissed.  GGGGGGG'NITEEEEEEEE",hate
1694456513,The wedding couldn't have been more perfect,happiness
1752963293,"@thej If a Cong govt was ruling Karnataka, Cauvery wouldn't have found a mention  Truly, our politicians have no integrity.",neutral
1962821923,Funerals are no bueno,hate
1694400094,(We got *both* kinds of music here...),neutral
1753274911,@LeslieLang It will be an Adventure!  Have FUN with your 5 yr old and 8 mo old! (You're brave.)    Hope you have a great time!,happiness
1695478276,@sway_sway_baby mighty boosh kicks arse,hate
1965463576,My poor lil piggy  Chuck saws it looks like a cartoon character's toe.,worry
1695342074,@Bofu2U Good mornin' to ya!,relief
1962069893,I just vacuumed my entire house three times. Screw all vacuums!!,fun
1964644332,plus it hurts seeing sum1 you love falling for someone else!  not even kidding im wellllllllllllll gutted. xx xx,worry
1965720001,I dont want to be ugly anymore,sadness
1961177715,@BADnurse09 that's great! i was never so good at the jump roping...,fun
1960553547,FML. . .i have the worst paper cut on my knuckle from all the papers i was handling. i hat this damn research paper!!!,hate
1963177923,How I wish I wish I did not eat that....burger.,worry
1962452001,@amber_benson It's been raining here for 3 days,neutral
1963201904,@melzygirl you have no interview today?,worry
1963962931,i feel like crap,sadness
1962749029,@mytvnetwork pansy  wtf codeh?!,surprise
1753679467,"@RealBillBailey Thanks for the headsup re: tour, just booked 4 tickets for the Palace on 20th June",neutral
1966337193,@MomofCandE Miss you,sadness
1752895846,HAHA! Follow john mayer..he's a pretty funny guy  I want to move to L.A .... it's so much more fun!,happiness
1963194770,meeting just in time that iï¿½m trying to win something @SEGA prize's friday!,surprise
1752873929,Just joined Twitter hehe,enthusiasm
1695135496,"It's time for school, y'all !1!! HAPPY STARWARS DAY",happiness
1961900603,wishes I could be the one going to our conference in the Bahamas next week,enthusiasm
1751643583,Welcoming cimmarongirl  I'm so proud!,happiness
1962232934,@gabyrizzo i want pho... i've never had it before.,neutral
1751985536,With sean s. watching house of a thousand corpes,worry
1960425218,"@johannabee Oh, no.    I'll think good thoughts.",worry
1966281141,@PheenX crud is all I can say,neutral
1957115194,@jprestonian It feels not good.,worry
1752192503,just got back from skating. Hanging with James,neutral
1695476771,@unodeellos where have you been? LOL,relief
1966184829,@urbanfrolicker I'm going to Cali in like two weeks! But it's nor cal,neutral
1751988309,@SKILLETfan01 i had to make sure I was looking at the right game summary...,neutral
1752942264,Checked if there's a new comment on friendster!,neutral
1961568715,Momz rubz it in tht im NOT goin to the musiq soulchild contest. How RUDE!,worry
1694512206,@souljaboytellem gooood night sweeeety,neutral
1753551367,Watching Battlestar Galactica Season 1...Yeah you read it right!,surprise
1962257708,I'm siiiiiickkk  I dun feel good!!,worry
1752125555,watching ace of cakes  its suwweeeeet they use alot of fondont or howeva ya spell it.(:,relief
1694458351,Don't let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c,enthusiasm
1694493767,@deeyraa Nope  day off;,neutral
1753052338,@twisty7867 i'm using paint.net x64 and it's running crazily fast - can't afford CS4 unfortunately... yet,sadness
1753256783,"@mobiusrecords yeah, ok, that'll probably happen too.",neutral
1695805248,"@AlexWilliamson yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block 'em",worry
1957169086,"@desdoulas Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn't, darnitt,",surprise
1966406820,@Mtn_Dew tokens haven't been working for me all day....,hate
1957662098,"@steve_caruso So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it's not pretty....",empty
1958067852,@dannymasterson Miss you in that 70s show!!!!!!,sadness
1695082637,Feeling much better  Doing History Research.,surprise
1960168026,@bdule the installer is crashing towards the end of the installation,worry
1696087009,@FeliciaSlattery Kids attacking your keyboard?,neutral
1963135231,@roxannakate I need to buy it for the iPhone. It's such a good app. Only works on WI-FI though,worry
1752475225,@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.,sadness
1694146968,"@BoltClock Hmm, I will hear more.",worry
1752645646,today was the BEST &lt;3 eff yeah i &lt;3 @ohbabyitsashley,happiness
1694768589,"@Sazchik  I read somewhere they were restoring the name, hope it happens soon",surprise
1694906858,wish he could that would b better,worry
1966122683,@norasake Sadly no. It didn't come with one...,sadness
1753665638,@AgonisingNewt morning Newt...hope you are well!,happiness
1962978835,@DazzlesPR oh phew you scared me. I wont have ANY access when im in mexico,worry
1695845144,@psuedonym Alternatively you could spend the afternoon reading &quot;Pride and Prejudice and Zombies&quot;,fun
1751464948,@mileycyrus airsoft is so much fun! i play with my brothers and it's a great bonding experience.,love
1964057585,@compassandcoin you are not alone,neutral
1753616680,@DestinyHope92 i'm fine thanks  wbu?,neutral
1694127260,"@pandalion WOW! Totally awesome! Action Guinea Pigs! Want to go and see it now, NOW! Do you think we'd be allowed to take Lance?",happiness
1695731513,We &lt;3 Richard,love
1751885280,@jtimberlake good luck! I have no doubt you will be hilarious. really hoping to see you dressed as some kind of foam food item  and go...,love
1695580320,@echoinghim it was my pleasure playing guitar for you!  So fun,happiness
1752562662,mum is driving me and the Eric out to jt for the night.,neutral
1965985009,@LULuwanderlust whatever don't make me feel bad!  ill bring you a surprise,worry
1965079934,saw a dead bird on my way to work!what a kind of day to start?! Poor little bird!,sadness
1752446134,drinking a cup of ice chocolate,neutral
1958088208,@BrodyJenner i live in manchester england but still have never been to london,sadness
1694385086,@ronchick always,neutral
1753617473,@bugmum oh and twas my very brilliant idea if I do say so myself  what can I say i'm an ideas woman,happiness
1695409181,http://twitpic.com/4jhp8 - Waitin on them 2 tell me what's the plan,neutral
1957246875,i pulled a muscle in my neck this morning just feels like its getting more sore,worry
1694706607,@Darke_Ascension Hope it's a great one for ya  http://myloc.me/tvD,happiness
1958056577,@pntbtrkisses WHAT! That's horrible! To purposely write about it to a bunny is just mean &amp; cruel!    Not to mention just plain tacky....,surprise
1695310916,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",empty
1694532336,"@mathewhulbert  Now there's a question for 140 characters   One of history's great unanswered what if's, I would say",neutral
1751573911,"Sitting at the bonfire, hoping the skies will clears i can use my telescope.",worry
1753434610,I had a small tweetbreak from twitter I think I needed it,neutral
1752965155,family bbq today &amp; my fave cousin comes too,happiness
1964092952,@ego_assassin @slinka sucks about your cat... hope you guys feel better,worry
1752940630,@geneva_rockett i know! And he laughed at the stupid 'women's right's' joke. Wth! Glad we have the same humor!,sadness
1963145708,@tina_beanz damn sorry to hear that tina...,sadness
1957223709,Complicated with a dream,worry
1752918787,yellow for @meowkitty  ? http://blip.fm/~5z05g,empty
1695343419,philosophy final today! thank you @sportygirlie08 it's 3 days now!!!!,happiness
1693976238,good job!,happiness
1963306850,@LadyLove88 seems to have disappeared out of my life,surprise
1965854423,absolutely gutted that i'm not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,sadness
1965221261,@Jamiebower  you should come to Chile and your band too;) why everything  happens far away from here?? lol we're losing good live music!,worry
1963495155,man iCant send love on Bebo. Cuz im on Skoo Comps. UGH! thiss sucks.,worry
1694530730,@fraseredwards seems like a win win situation,love
1752086242,Just got my 3rd tattoo  owwwwwww lol,worry
1957545936,@Phoebo oh poor you  atleast get paid for staying back or?,surprise
1965518371,Truck full of silver bars imploded on itself.  Delayed us an hour and we didn't  even get a bar for our troubles.  No photo,sadness
1752474509,"@johnmaine John ohh, I like you. Like, Like-Like you.  Best show ever. &lt;3 the maine.",neutral
1963729843,@stoc just found out they are closed on mondays!  working on a backup plan,surprise
1965871638,going thru bills,neutral
1752534411,Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com,happiness
1965759818,home alone on a friday night  doesnt get sadder than that folks,sadness
1957085211,"Working from home today, my back is killing me  Doctor and then physio after later today.",sadness
1961415242,Sharapova loses 1st set 6-1,neutral
1963732226,@Jason_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,sadness
1695106544,"haha moms back today from a weekend away , her first words, ' whys the house so dirty?' i love life ..",relief
1964122879,@jeremydurden I really miss you right now,sadness
1751325485,"@CrZy4Him girl, when you crash, it may last for 2 days",relief
1752645090,Woo CAVS.  Happy Mother's Day!,love
1964534888,@chaoszac *fretful look* Okay. But I think it's mumbling something. It's a bit muffled under the hat but it sounds like &quot;I need Lactose&quot;.,neutral
1960122086,"We actually have milestones due for 3 high profile projects in the next 2 weeks, &amp; they are all scheduled when I am on vacation -",worry
1961362298,@Cinderell4 i don't like to see you like this...  there must be something to make you smile...,worry
1695511625,Beach with ashley,neutral
1964013892,"@BrandyWandLover won't be able to manage 3 nights babe, have lil ones depending on me here!!  xxx",worry
1753585696,@musicalmover @shotbeak got my grubby paws on a live recording of paramore. you have to hear. its better than chocolate,happiness
1961534432,No more Mtn. Dew in mini-fridge.,surprise
1753713346,OK. Done with Sunday morning findings. Time to enjoy the sunny day,happiness
1753695691,watching M eat a hotdog...gross.. he's so drunk and annoying.. trying really hard not to glre @ him,hate
1694977715,@SamStreet69 back to the lovely land of the north,hate
1966038325,sitting down doing nothing after being stuck in the house for 4days i had all intentions of doing something but it never works out,empty
1694604940,"@lauVanExel @Ramoso, just dont understand what's it got to do with me. I'm just a nice girl",worry
1751360463,@pleasurep i love that song,love
1957519801,"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!",enthusiasm
1962333538,wishing technology wasn't so complicated,worry
1957163968,@wired that is so sad,sadness
1694384688,@beijingboyce  I am seriously contemplating timing my next trip home to catch his next fight. They show it in cinemas. Live! With beer!,fun
1964128465,@contentwhore Okay. I'm all out of ideas,surprise
1965852788,oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day,surprise
1962740221,@amybarton Hope your son is okay!,worry
1753712345,Same Difference Today  going to go and have a shower then get ready!,neutral
1960874124,@esatt you don't wanna see me while you're here?,sadness
1694346017,Happy birthday.,neutral
1962685527,"@AaronWarner I know, but I'm on Rogers and I'm pretty sure they don't have the same agreement with Twitter.",neutral
1957531218,@ac07 LOL. Academy-ish. Haha. I really really miss O.B.,neutral
1961089041,Felt one tooth without the braces bracket. I got soooo hype,sadness
1965401110,"@natss91 kill me as soon as you get here ,ok? my sister is having a sleepover tonight  and her obnoxious friends are driving me insane",anger
1753074934,/ happy mommy's day,happiness
1753535589,yays poker win!  that and sketchy student decided to show up today. lawl,happiness
1964591277,misses lance already...,neutral
1695310930,@johnlegend  Thats charmingly funny,happiness
1753348779,@andcasey sweet! make sure to put some in your bag for me,neutral
1753330820,@4boys4now denial can be very powerful,neutral
1695220803,"is planning her week, its going to good, going to get a lot of stuff done",sadness
1961069198,@craftyasparagus And.. it's raining here,worry
1960296139,"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek",worry
1753807221,"Im LOVING the #Squarespace Tutorial Videos, real helpful",love
1751360026,@alaina_ Lmao I know!! They have two days off. Good thing for them,relief
1696002774,"ok i just spent like ï¿½50 on soundtracks, a galaxy class starship and EVE online. sigh",love
1753599871,Just got back from a run &amp; I'm feeling grrrrrreeeeeaat!!!,worry
1957563562,Wide awake. Wishing I wasn't. Damn nightshift routines. Got turned down for the job in Nashville  oh well ...,worry
1753117569,Happy Mother's Day  http://bit.ly/LRSnG,happiness
1753886198,@rustycharm Evening  Yorkshire's warm but overcast. How's NZ? Don't tell me - dark lol,worry
1961001719,@hummingbird604 yeah it can be tough some times..,sadness
1753742351,off to the family party,neutral
1694726292,"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)",neutral
1753789218,Did it!!  back in pakistan! - http://bkite.com/07kBR,neutral
1752413652,"@xVOJOx It's kind of like learning as you go...the blog thing, and Twitter, too!",fun
1957481924,mom is ok so far. just missing jaron,sadness
1753380826,"@LoN_Colossus Lol, cheers 'mate'. Yeah it went well thanks",surprise
1965285228,"lovely, my plans have been canceled for the night. another night home alone for me. un-yay",neutral
1963368091,Went to sleep and there is a power cut in Noida  Power back up not working too,neutral
1964623691,@ludwikc broken  I can't c it,sadness
1966408593,@SoozInSports ouch,neutral
1960912269,I don't like waiting,sadness
1965862534,@kofoswagnificnt no b only u! Slept off missed my ride and so chillin in d telly on a friday night.,neutral
1753696359,Good morning all! Its a fabulous morning here!,happiness
1694345090,1/2 day tomorrow  carla coming over after school.,relief
1751714437,Good morning,empty
1963453032,"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!",surprise
1753758591,I wish  I could choose what bands played trash on june 20th...hmmm!!!,happiness
1964119839,Why is it hot in herrrre all of a sudden?,worry
1957008987,when da heck will the garage man get here I ask you.. WHEN..,surprise
1695656355,"@Da7e Man, that sucks and I feel your pain... if you were local, I'd buy you a cup of coffee.",sadness
1694164233,I joined twitter to stalk my fav celebs... is that weird?,neutral
1752122363,@schmiss re: Edwards I hope so!,enthusiasm
1753273007,@saltyboots @teeenuhh happy mommy day Teens-thanks FFF,love
1695106396,"@GatorBat44 What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin!",surprise
1753904269,"Happy Mothers Day, Mum.. Love you lots   1 month and 11 days to go.. AND 1 month to go for ma bby  love you Bash",love
1960137875,"following people around, though there are so many.. where are the webdesign twitters!",surprise
1962809743,@ColinBach Sorry dude couldn't make BBQ only just back from hospital,worry
1695962874,@tristanx We want pictures as proof though,surprise
1694440273,Britt - had to do it she came all the way down to say 'May the fourth be with you' - our work is done,happiness
1695845292,@peckhar shld says.. great phone,fun
1965664977,Awe...man...i missed registration 4 #flashcamp,surprise
1961698322,today is going to be a long day,worry
1966038790,Thank you Google for your Adsense Payment.  If only the Aussie dollar wasn't as strong,sadness
1960998783,Sometimes it hurts that pets cant talk back to us. What if they are in pain. How would they tell us.,worry
1957584587,Just wrote lyrics to my new song exciting!I slept on a full stomach again it's the worst feeling waking up and still feeling full  euggh,sadness
1960906439,I always feel like I'm betraying her trust in me when I drop the pup off at the groomer.,worry
1961867902,y do i only have 2 people following me  people follow me please x,worry
1753744535,All the money in the world could never make me as happy as being a stay-at-home mom with my son,love
1963993397,"@lasherdemon As much as we would love that, it is hard to make ends meet up here ... with the job situations and all...",relief
1963648071,@Lint1 No  Have you? And what's your favorite RHCP song?,neutral
1751394666,its so hard to get mum to answer the phone!! happy mothers day to her anyways..,worry
1694567410,"@JennaMadison Dinner done, shower done, now time to chill with block of chocolate",neutral
1961653756,@Kel_Kel_17 ehh carnt stand hot weather,worry
1966336432,"I'm a sad panda, hulu doesn't have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",sadness
1753256990,@BrendaSimons do i wanna kno wat u mean by more than fine? Lol now i'm curious lol. I may have money by then  tis good too.,fun
1961257427,@tinylegacies *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,sadness
1961535403,New baby doing well.  I will be attempting to do some more &quot;painting&quot; this weekend.,happiness
1753384246,"Oh, Happy Mother's Day in those countries where that's what day it is. Mother's Day was March 22nd here",neutral
1961503862,"@CcoK99 I cant take any chances on them being sold out, when they were in ATX  I waited to long.",worry
1752591738,Finished practicing for today. A bit tired.  http://tinyurl.com/pypof6,relief
1957208962,Not actually managed to purchase anything from the ovi store yet. Constant server error on check out,boredom
1962652712,"1 of my most hated jobs. Clipping coupons &amp; going thru house, top 2 bottom &amp; making grocery list. Took forever &amp; now major shopping trip",hate
1695248620,"I woke up at 5:45. Didn't have a full bladder, wasn't sick... And to top it off, I went for a run. Now I wanna go back to bed",hate
1961411182,Is there ever going to be another production of The Last 5 Years in NY????????? I still haven't seen it,surprise
1695280505,"it appears we found the dog.....as we were posting signs with his picture, someone else was posting &quot;found&quot; signs with his picture....",relief
1751536337,@Mazaroddi  hey hey hey b,neutral
1957684137,@primesuspect  If only my writing wasn't so scrub.,worry
1960296801,no please!,worry
1694273900,"i actually really liked Merlin last night. some parts were a bit eh, but the part where that chick was singing was like whoa.",neutral
1960343250,"@RetroRewind i have to wok a nite shift tonite so will miss it  please DM me, i promise i wont tell anyone else ;0) !!!",sadness
1957148955,i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent @yellowshirts,love
1963589187,"Whenever, whever, sarah's in dc all summer  and sure!",surprise
1963371557,"Sometimes, twitter makes me feel like an outsider..",worry
1753568647,Still awake lol Finished talking to a really good Brawl player. We talking in SmashSpace.ning.com  Join the website if you like SSBB!,fun
1962319426,got caught in the rain outside. now im cold bbbbrrrrrrrrr,surprise
1957430751,OMG My sister got my brother a &quot;Jonas Brother&quot; look-a-like trenchcoat and I'm like JONAS STYLE and they told me to shutup no1 likes them,surprise
1961605993,http://twitpic.com/66vau - Help me find my mising pugsly,neutral
1753788497,Did it!!  back in pakistan! - http://bkite.com/07kBP,happiness
1965425153,@melly16 hmm a certain one who ive gave up on liking as he mucks my head about :^) i give up with them sometimes tbh,sadness
1694859077,off to pick up my daughters who appear to be picking up an unhealthy liking for primark...feel like a bad parent,worry
1966180448,"Stepped on Coco's foot earlier while feeding the cats; no harm done AFAIK, but now she runs away from me",neutral
1696178686,"Just started on here and i already see @smalleyez and @infinityh are by far the biggest talkers, er, i mean tweeters!",neutral
1752644469,Happy Mother's Day to all the mommies out there...we love you.,neutral
1960519072,is thinking today will be a longg day!,worry
1753821932,@PicSeshu there u go,neutral
1752383830,@teiisha aw thas good im glad your happy  i jus been chillin,love
1963386907,I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...,boredom
1957691093,@dreaming_aloud @DanBarnes501 and that hindi flick '99' that came out a couple of weeks ago that never made it to the UK,neutral
1963280003,"@pete_brown Damnit, I accidentally put @scottgu instead of @realscottgu in my #FollowFriday",worry
1753871130,is loving the magic pens,love
1960760349,"@cashbingo - I read that as follows: &quot;I'm a what?! What'd I do? Yes, she is rather simple. I miss you dicks too...   &quot;",surprise
1693978397,Revelation: Strawberries and Nutella taste reeaaalllly good together...,love
1753851784,@jessicasimpson http://twitpic.com/4wb8q -  Gooood,neutral
1752591444,@jlee07 Thanks for the following and support!!!   &lt;3,relief
1752055101,@cfree123 No worries..  Going to ABP right now. Want something?,neutral
1753481474,"@Sequanne he so is! &lt;3 hence, my new forum signature!",neutral
1695618897,@lilazngangsta have a awesome day at school!!!,happiness
